0.000122	1.000122
0.437500	1.548814
1.741333	5.652892
0.175354	1.191668
3.548218	29.552900
3.890381	39.201718
0.740234	2.096136
3.255310	23.010813
1.052307	2.861901
1.834961	6.192602
2.957642	17.706403
1.379883	3.962157
3.171143	21.384237
3.684875	33.125056
2.703796	14.076718
0.554443	1.740915
2.880005	16.516037
3.082764	19.786659
3.428040	26.694210
3.298218	23.881316
0.639221	1.894879
2.401550	10.640895
0.701355	2.016270
1.910767	6.665008
2.775940	15.033163
3.417664	26.459158
2.634399	13.208965
3.368408	25.367948
0.598083	1.818544
1.034790	2.812391
3.951538	41.186558
0.823242	2.277330
0.559326	1.749434
0.140198	1.150501
3.374756	25.506319
3.054749	19.302862
0.445984	1.562009
3.698364	33.497199
2.359924	10.233188
1.651001	5.174877
1.010254	2.744460
1.281128	3.592917
2.267822	9.381723
0.239319	1.270383
1.531799	4.603078
3.903503	39.620505
3.112427	20.310633
0.248901	1.282614
3.393311	25.914596
0.620972	1.860629
